id,file_path
08a01Ab,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a01Ab.wav
08a01Fd,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a01Fd.wav
08a01Lc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a01Lc.wav
08a01Na,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a01Na.wav
08a01Wa,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a01Wa.wav
08a01Wc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a01Wc.wav
08a02Ab,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a02Ab.wav
08a02Ac,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a02Ac.wav
08a02Fe,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a02Fe.wav
08a02La,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a02La.wav
08a02Na,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a02Na.wav
08a02Tb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a02Tb.wav
08a02Wc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a02Wc.wav
08a04Ff,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a04Ff.wav
08a04La,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a04La.wav
08a04Nc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a04Nc.wav
08a04Tb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a04Tb.wav
08a04Wc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a04Wc.wav
08a05Fe,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a05Fe.wav
08a05Lc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a05Lc.wav
08a05Nb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a05Nb.wav
08a05Ta,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a05Ta.wav
08a05Wa,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a05Wa.wav
08a07Fd,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a07Fd.wav
08a07La,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a07La.wav
08a07Na,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a07Na.wav
08a07Ta,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a07Ta.wav
08a07Tb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a07Tb.wav
08a07Wc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08a07Wc.wav
08b01Aa,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b01Aa.wav
08b01Fd,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b01Fd.wav
08b01Fe,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b01Fe.wav
08b01Lb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b01Lb.wav
08b01Na,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b01Na.wav
08b01Wa,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b01Wa.wav
08b02Ff,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b02Ff.wav
08b02La,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b02La.wav
08b02Nb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b02Nb.wav
08b02Tc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b02Tc.wav
08b02Wd,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b02Wd.wav
08b03Fe,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b03Fe.wav
08b03Lc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b03Lc.wav
08b03Nb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b03Nb.wav
08b03Tc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b03Tc.wav
08b03Wd,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b03Wd.wav
08b09Ab,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b09Ab.wav
08b09Fd,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b09Fd.wav
08b09Lc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b09Lc.wav
08b09Nb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b09Nb.wav
08b09Tb,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b09Tb.wav
08b09Wa,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b09Wa.wav
08b09Wc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b09Wc.wav
08b10Aa,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b10Aa.wav
08b10Fd,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b10Fd.wav
08b10La,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b10La.wav
08b10Nc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b10Nc.wav
08b10Tc,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b10Tc.wav
08b10Wa,/Users/adityakumar/Developer/Projects/mini_project/dataset/08b10Wa.wav
